Unnamed: 0,highlightedComments,highlightedCommentsActivityCounts,text,commentUrl,totalReactionCount,likeCount,appreciationCount,empathyCount,InterestCount,praiseCount,commentsCount,repostsCount,postUrl,postedAt,urn,author,company,article
1019,"('Os investimentos do Brasil em iniciativas-chave de saúde pública ajudaram a tirar famílias da pobreza e a melhorar os indicadores de saúde. O mundo pode aprender muito com a abordagem do país.',)","({'text': 'Os investimentos do Brasil em iniciativas-chave de saúde pública ajudaram a tirar famílias da pobreza e a melhorar os indicadores de saúde. O mundo pode aprender muito com a abordagem do país.', 'totalReactionCount': 119, 'likeCount': 99, 'appreciationCount': 1, 'empathyCount': 12, 'InterestCount': 1, 'praiseCount': 6},)",Brazil’s investments in key public health initiatives have helped lift families out of poverty and improve health outcomes. There’s a lot the world can learn from the country’s approach.,https://www.linkedin.com/feed/update/urn:li:ugcPost:7141486713620578305?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7141486713620578305%2C7141487738603601920%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287141487738603601920%2Curn%3Ali%3AugcPost%3A7141486713620578305%29,2028,1781,64.0,104,19.0,58,153,143.0,https://www.linkedin.com/feed/update/urn:li:activity:7141487771059183617/,10mo,7141486713620578305,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},{}
1020,"('This is great.',)","({'text': 'This is great.', 'totalReactionCount': 19, 'likeCount': 16, 'appreciationCount': 2, 'empathyCount': 1},)","This shook me - in the best possible way. 

The wonderful behavioural scientists and psychologists at BEworks just launched a report here at #cop28 on personality traits, mindsets and climate change. 

One discovery they made - a shockingly strong correlation between creativity  and climate optimism! Basically, the more creative your personality then the more likely you are to see solutions and answers to the climate crisis.

I guess I shouldn’t be surprised. For my book The Solutionists I found much higher levels of climate optimism amoungst folks actually working on answers. But it’s stark to see the psychological correlation laid out like this. Inventiveness, lateral thinking, imagination - creative traits that can see a way through the fuggy mess we’re in.

Futerra has been bringing creativity and storytelling here to #cop28uae - but after the dust settles we’ll continue bringing climate to the entertainment industry, social media and the culture sector. Because we must recruit the creatives into climate action. If we want a better future, we need to imagine it first! 

On second thoughts, maybe I’m not that shocked by this research after all 😉

The full report is here: https://lnkd.in/gDVd5aqF",https://www.linkedin.com/feed/update/urn:li:activity:7138561482610380801?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7138561482610380801%2C7140467322384769025%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287140467322384769025%2Curn%3Ali%3Aactivity%3A7138561482610380801%29,821,580,13.0,92,114.0,22,94,113.0,https://www.linkedin.com/feed/update/urn:li:activity:7140467346153889794/,10mo,7138561482610380801,"{'firstName': 'Solitaire', 'lastName': 'Townsend', 'username': 'solitairetownsend', 'url': 'https://www.linkedin.com/in/solitairetownsend'}",{},{}
1021,"('Earlier this year,\xa0I also shared my thoughts on the age of AI: https://gatesnot.es/3ufhmRa and how to manage its risks: https://gatesnot.es/3MZNmzB.\xa0',)","({'text': 'Earlier this year,\xa0I also shared my thoughts on the age of AI: https://gatesnot.es/3ufhmRa and how to manage its risks: https://gatesnot.es/3MZNmzB.\xa0', 'totalReactionCount': 147, 'likeCount': 130, 'appreciationCount': 4, 'empathyCount': 5, 'InterestCount': 5, 'praiseCount': 3},)","Most of the AI tools available today are bots: You ask them questions, and they spit back whatever relevant information is available within a single website or app. But imagine if, instead, the thing you were communicating with could contextualize your request, remember your preferences, and accomplish tasks across apps. That’s an agent—and this type of AI tool is not far off. https://lnkd.in/g2X4hAaw #artificialintelligence",https://www.linkedin.com/feed/update/urn:li:activity:7128531594599927808?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128531594599927808%2C7128531646814851073%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128531646814851073%2Curn%3Ali%3Aactivity%3A7128531594599927808%29,10119,8814,42.0,260,891.0,105,619,1381.0,https://www.linkedin.com/feed/update/urn:li:activity:7128531669879324673/,11mo,7128531594599927808,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},"{'title': 'AI is about to completely change how you use computers', 'subtitle': 'gatesnotes.com', 'link': 'https://gatesnot.es/473YDqh'}"
1022,"('You can check your answer here: https://b-gat.es/45OnfTs',)","({'text': 'You can check your answer here: https://b-gat.es/45OnfTs', 'totalReactionCount': 34, 'likeCount': 32, 'InterestCount': 1, 'funnyCount': 1},)","Since 2016, progress on reducing maternal and neonatal mortality has stalled. But now, a decade of research is unlocking ways to save millions from preventable deaths—and it’s clear addressing child malnutrition is one of the keys. #Goalkeepers2030

You can check your answer here: https://b-gat.es/45OnfTs",https://www.linkedin.com/feed/update/urn:li:ugcPost:7107443543249448960?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7107443543249448960%2C7107444258235674624%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287107444258235674624%2Curn%3Ali%3AugcPost%3A7107443543249448960%29,720,650,31.0,23,6.0,10,178,34.0,https://www.linkedin.com/feed/update/urn:li:activity:7107444292792516609/,1yr,7107443543249448960,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},{}
1023,"('Dr. Lawniczak’s ingenious approach is quite fascinating.\xa0https://gatesnot.es/47uhziR',)","({'text': 'Dr. Lawniczak’s ingenious approach is quite fascinating.\xa0https://gatesnot.es/47uhziR', 'totalReactionCount': 106, 'likeCount': 98, 'appreciationCount': 1, 'empathyCount': 6, 'praiseCount': 1},)","Genetics are an increasingly important tool for fighting malaria. Partnering with the Natural History Museum in London, Mara Lawniczak from the Wellcome Sanger Institute studies 80-year-old mosquitoes—or “neandersquitoes.” These ancestor insects may hold the right information to stay one step ahead of today’s mosquitoes.",https://www.linkedin.com/feed/update/urn:li:ugcPost:7097643921110945793?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7097643921110945793%2C7097644402940006400%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287097644402940006400%2Curn%3Ali%3AugcPost%3A7097643921110945793%29,2051,1892,15.0,61,57.0,24,109,127.0,https://www.linkedin.com/feed/update/urn:li:activity:7097644465523200000/,1yr,7097643921110945793,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},{}
1024,"('Con-grad-ulations to you and all of your classmates! You deserve to celebrate.',)","({'text': 'Con-grad-ulations to you and all of your classmates! You deserve to celebrate.', 'totalReactionCount': 18, 'likeCount': 16, 'empathyCount': 2},)","Education, opportunity, and economic mobility are inextricably linked. That’s one of the reasons I love commencement ceremonies so much—even though I never had one of my own: Because they mark the start of a new stage in life for everyone involved, one with more possibility and potential than before. And seeing the pride on the faces of students and families is always a highlight. But I’m particularly excited to address the 2023 graduates of Northern Arizona University's College of Engineering, Informatics, and Applied Sciences and College of the Environment, Forestry, and Natural Sciences because the school has become a national leader in addressing one of the biggest challenges facing higher education today: the value students receive from their college degrees.",https://www.linkedin.com/feed/update/urn:li:ugcPost:7061796921991970819?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7061796921991970819%2C7061813550150791169%29&replyUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7061796921991970819%2C7062459497004335104%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287061813550150791169%2Curn%3Ali%3AugcPost%3A7061796921991970819%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%287062459497004335104%2Curn%3Ali%3AugcPost%3A7061796921991970819%29,3533,3189,32.0,142,47.0,122,324,132.0,https://www.linkedin.com/feed/update/urn:li:activity:7062459562540347393/,1yr,7061796921991970819,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},"{'title': 'Why I’m going to Northern Arizona University', 'subtitle': 'Bill Gates on LinkedIn • 4 min read', 'link': 'https://www.linkedin.com/pulse/why-im-going-northern-arizona-university-bill-gates?trackingId=nQTEBt57eQ7hgvCsT4MBTg%3D%3D'}"
1025,"('Thanks for having me, Kevin. I had a lot of fun chatting about the holy grail of computer science.',)","({'text': 'Thanks for having me, Kevin. I had a lot of fun chatting about the holy grail of computer science.', 'totalReactionCount': 29, 'likeCount': 25, 'appreciationCount': 1, 'InterestCount': 1, 'praiseCount': 2},)","Over the last few months, I’ve had the opportunity to meet with Bill Gates on a few occasions to talk about this unique moment within the history of computing and what the current AI revolution means for the future. Bill has had a front row view as we’ve moved through the PC revolution and the Internet revolution, and it was an honor to have him join me on #BehindTheTech. During our conversation, we reflected on our recent talks and discussed the latest in AI research, including the release of GPT-4, how AI is evolving his philanthropic work, how past technology revolutions have led us to where we are today, his love of reading, and so much more. Take a listen (https://lnkd.in/g5fgAjXB) or watch on YouTube (https://lnkd.in/gpTCd3bS). I am excited to hear what you all think!",https://www.linkedin.com/feed/update/urn:li:activity:7044037921305214977?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7044037921305214977%2C7044829779212058625%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287044829779212058625%2Curn%3Ali%3Aactivity%3A7044037921305214977%29,1009,928,3.0,32,33.0,13,54,89.0,https://www.linkedin.com/feed/update/urn:li:activity:7044829789920141312/,1yr,7044037921305214977,"{'firstName': 'Kevin', 'lastName': 'Scott', 'username': 'jkevinscott', 'url': 'https://www.linkedin.com/in/jkevinscott'}",{},"{'title': 'Behind the Tech Podcast with Kevin Scott - Microsoft', 'subtitle': 'microsoft.com', 'link': 'https://www.microsoft.com/en-us/behind-the-tech?SilentAuth=1'}"
1026,"('It was great meeting you, Sedonia! Keep up the good work.',)","({'text': 'It was great meeting you, Sedonia! Keep up the good work.', 'totalReactionCount': 158, 'likeCount': 138, 'appreciationCount': 1, 'empathyCount': 13, 'praiseCount': 6},)","I met Bill Gates. Wow. Appreciative of his many years of philanthropy, and grateful for the scholarship that got me here!",https://www.linkedin.com/feed/update/urn:li:activity:7039770829634633728?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7039770829634633728%2C7040162827340304384%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287040162827340304384%2Curn%3Ali%3Aactivity%3A7039770829634633728%29,1291,1170,4.0,58,2.0,56,10,10.0,https://www.linkedin.com/feed/update/urn:li:activity:7040162860689227777/,1yr,7039770829634633728,"{'firstName': 'Sedonia', 'lastName': 'Davis', 'username': 'sedoniadavis', 'url': 'https://www.linkedin.com/in/sedoniadavis'}",{},{}
1027,"('What we’ve heard from educators may sound like your own experiences in school: It can be hard for students to see how math relates to the rest of their lives. That’s why, in the new year, the Gates Foundation is doubling down on funding math instructional materials to keep students engaged:\xa0https://gatesnot.es/3PWBIpl',)","({'text': 'What we’ve heard from educators may sound like your own experiences in school: It can be hard for students to see how math relates to the rest of their lives. That’s why, in the new year, the Gates Foundation is doubling down on funding math instructional materials to keep students engaged:\xa0https://gatesnot.es/3PWBIpl', 'totalReactionCount': 702, 'likeCount': 613, 'appreciationCount': 8, 'empathyCount': 35, 'InterestCount': 2, 'praiseCount': 40, 'maybeCount': 4},)",Students who pass this subject by 9th grade are twice as likely to graduate from high school and more likely to go on to college. Check your answer here: https://lnkd.in/gegwDpKA,https://www.linkedin.com/feed/update/urn:li:ugcPost:7013533518290968577?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7013533518290968577%2C7013998885433995265%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287013998885433995265%2Curn%3Ali%3AugcPost%3A7013533518290968577%29,11054,10226,52.0,113,358.0,70,1847,488.0,https://www.linkedin.com/feed/update/urn:li:activity:7013998923677646848/,1yr,7013533518290968577,"{'firstName': 'Bill', 'lastName': 'Gates', 'username': 'williamhgates', 'url': 'https://www.linkedin.com/in/williamhgates'}",{},{}
1028,"('Thanks for having me! Seeing the universal Al Robotics platform in action was incredible.',)","({'text': 'Thanks for having me! Seeing the universal Al Robotics platform in action was incredible.', 'totalReactionCount': 268, 'likeCount': 237, 'appreciationCount': 3, 'empathyCount': 15, 'praiseCount': 12, 'maybeCount': 1},)","We had a special visitor at Covariant headquarters last week…Bill Gates!

Bill challenged the Covariant Brain — our AI Robotics platform — by arranging polybagged apparel items chaotically into one bin, and tiny cylindrical eyeliner pencils into another. 

Not to be thwarted, the Covariant Brain quickly analyzed the totes, found the optimal grasp points, and directed the robots to pick all the items successfully, with accuracy and ease.

Our robots can handle virtually any item you – or Bill Gates – throw at them. Thanks again to Bill for stopping by to experience the future of AI and robotic automation.",https://www.linkedin.com/feed/update/urn:li:activity:6990714510474919936?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6990714510474919936%2C6990791162236198913%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286990791162236198913%2Curn%3Ali%3Aactivity%3A6990714510474919936%29,2960,2767,16.0,77,8.0,89,56,92.0,https://www.linkedin.com/feed/update/urn:li:activity:6990791175947378689/,1yr,6990714510474919936,{},"{'name': 'Covariant', 'url': 'https://www.linkedin.com/company/covariant-ai/', 'urn': 'urn:li:fsd_company:18927753'}",{}
